Year,Region,Age,Gender,group_16,group_21,Value
2019,,,,,group_label_262,
2019,,,,,group_label_263,
2019,,,,,group_label_264,
2019,Ukraine,,,,,
2019,autonomous_Republic_of_Crimea,,,,,
2019,11_reg_Vinnytsya,,,,,
2019,12_reg_Volyn,,,,,
2019,13_reg_Dnipropetrovsk,,,,,
2019,14_reg_Donetsk,,,,,
2019,15_reg_Zhytomyr,,,,,
2019,16_reg_Zakarpattya,,,,,
2019,17_reg_Zaporizhzhya,,,,,
2019,18_reg_Ivano-Frankivsk,,,,,
2019,19_reg_Kyiv,,,,,
2019,20_reg_Kirovohrad,,,,,
2019,21_reg_Luhansk,,,,,
2019,22_reg_Lviv,,,,,
2019,23_reg_Mykolayiv,,,,,
2019,24_reg_Odesa,,,,,
2019,25_reg_Poltava,,,,,
2019,26_reg_Rivne,,,,,
2019,27_reg_Sumy,,,,,
2019,28_reg_Ternopil,,,,,
2019,29_reg_Kharkiv,,,,,
2019,30_reg_Kherson,,,,,
2019,31_reg_Khmelnytskiy,,,,,
2019,32_reg_Cherkasy,,,,,
2019,33_reg_Chernivtsi,,,,,
2019,34_reg_Chernihiv,,,,,
2019,35_reg_Kyiv_city,,,,,
2019,city_Sevastopol,,,,,
2019,Center,,,,,
2019,East,,,,,
2019,South,,,,,
2019,West,,,,,
2020,,group_label_256,,,,
2020,,group_label_257,,,,
2020,,group_label_258,,,,
2020,,,males,,,
2020,,,2_females,,,
2020,,,,group_label_259,,
2020,,,,group_label_260,,
2020,,,,group_label_261,,
2020,,,,,group_label_262,
2020,,,,,group_label_263,
2020,,,,,group_label_264,
2020,Ukraine,,,,,25.4
2020,autonomous_Republic_of_Crimea,,,,,
2020,11_reg_Vinnytsya,,,,,
2020,12_reg_Volyn,,,,,
2020,13_reg_Dnipropetrovsk,,,,,
2020,14_reg_Donetsk,,,,,
2020,15_reg_Zhytomyr,,,,,
2020,16_reg_Zakarpattya,,,,,
2020,17_reg_Zaporizhzhya,,,,,
2020,18_reg_Ivano-Frankivsk,,,,,
2020,19_reg_Kyiv,,,,,
2020,20_reg_Kirovohrad,,,,,
2020,21_reg_Luhansk,,,,,
2020,22_reg_Lviv,,,,,
2020,23_reg_Mykolayiv,,,,,
2020,24_reg_Odesa,,,,,
2020,25_reg_Poltava,,,,,
2020,26_reg_Rivne,,,,,
2020,27_reg_Sumy,,,,,
2020,28_reg_Ternopil,,,,,
2020,29_reg_Kharkiv,,,,,
2020,30_reg_Kherson,,,,,
2020,31_reg_Khmelnytskiy,,,,,
2020,32_reg_Cherkasy,,,,,
2020,33_reg_Chernivtsi,,,,,
2020,34_reg_Chernihiv,,,,,
2020,35_reg_Kyiv_city,,,,,
2020,city_Sevastopol,,,,,
2020,Center,,,,,
2020,East,,,,,
2020,South,,,,,
2020,West,,,,,
2021,,group_label_256,,,,
2021,,group_label_257,,,,
2021,,group_label_258,,,,
2021,,,males,,,
2021,,,2_females,,,
2021,,,,group_label_259,,
2021,,,,group_label_260,,
2021,,,,group_label_261,,
2021,,,,,group_label_262,
2021,,,,,group_label_263,
2021,,,,,group_label_264,
2021,Ukraine,,,,,
2021,autonomous_Republic_of_Crimea,,,,,
2021,11_reg_Vinnytsya,,,,,
2021,12_reg_Volyn,,,,,
2021,13_reg_Dnipropetrovsk,,,,,
2021,14_reg_Donetsk,,,,,
2021,15_reg_Zhytomyr,,,,,
2021,16_reg_Zakarpattya,,,,,
2021,17_reg_Zaporizhzhya,,,,,
2021,18_reg_Ivano-Frankivsk,,,,,
2021,19_reg_Kyiv,,,,,
2021,20_reg_Kirovohrad,,,,,
2021,21_reg_Luhansk,,,,,
2021,22_reg_Lviv,,,,,
2021,23_reg_Mykolayiv,,,,,
2021,24_reg_Odesa,,,,,
2021,25_reg_Poltava,,,,,
2021,26_reg_Rivne,,,,,
2021,27_reg_Sumy,,,,,
2021,28_reg_Ternopil,,,,,
2021,29_reg_Kharkiv,,,,,
2021,30_reg_Kherson,,,,,
2021,31_reg_Khmelnytskiy,,,,,
2021,32_reg_Cherkasy,,,,,
2021,33_reg_Chernivtsi,,,,,
2021,34_reg_Chernihiv,,,,,
2021,35_reg_Kyiv_city,,,,,
2021,city_Sevastopol,,,,,
2021,Center,,,,,
2021,East,,,,,
2021,South,,,,,
2021,West,,,,,
2022,,group_label_256,,,,
2022,,group_label_257,,,,
2022,,group_label_258,,,,
2022,,,males,,,
2022,,,2_females,,,
2022,,,,group_label_259,,
2022,,,,group_label_260,,
2022,,,,group_label_261,,
2022,,,,,group_label_262,
2022,,,,,group_label_263,
2022,,,,,group_label_264,
2022,Ukraine,,,,,
2022,autonomous_Republic_of_Crimea,,,,,
2022,11_reg_Vinnytsya,,,,,
2022,12_reg_Volyn,,,,,
2022,13_reg_Dnipropetrovsk,,,,,
2022,14_reg_Donetsk,,,,,
2022,15_reg_Zhytomyr,,,,,
2022,16_reg_Zakarpattya,,,,,
2022,17_reg_Zaporizhzhya,,,,,
2022,18_reg_Ivano-Frankivsk,,,,,
2022,19_reg_Kyiv,,,,,
2022,20_reg_Kirovohrad,,,,,
2022,21_reg_Luhansk,,,,,
2022,22_reg_Lviv,,,,,
2022,23_reg_Mykolayiv,,,,,
2022,24_reg_Odesa,,,,,
2022,25_reg_Poltava,,,,,
2022,26_reg_Rivne,,,,,
2022,27_reg_Sumy,,,,,
2022,28_reg_Ternopil,,,,,
2022,29_reg_Kharkiv,,,,,
2022,30_reg_Kherson,,,,,
2022,31_reg_Khmelnytskiy,,,,,
2022,32_reg_Cherkasy,,,,,
2022,33_reg_Chernivtsi,,,,,
2022,34_reg_Chernihiv,,,,,
2022,35_reg_Kyiv_city,,,,,
2022,city_Sevastopol,,,,,
2022,Center,,,,,
2022,East,,,,,
2022,South,,,,,
2022,West,,,,,
2023,,group_label_256,,,,24.8
2023,,group_label_257,,,,26.5
2023,,group_label_258,,,,18.8
2023,,,males,,,25.7
2023,,,2_females,,,22.1
2023,,,,group_label_259,,24.9
2023,,,,group_label_260,,25.0
2023,,,,group_label_261,,19.1
2023,,,,,group_label_262,16.1
2023,,,,,group_label_263,28.0
2023,,,,,group_label_264,30.1
2023,Ukraine,,,,,23.8
2023,autonomous_Republic_of_Crimea,,,,,
2023,11_reg_Vinnytsya,,,,,
2023,12_reg_Volyn,,,,,
2023,13_reg_Dnipropetrovsk,,,,,
2023,14_reg_Donetsk,,,,,
2023,15_reg_Zhytomyr,,,,,
2023,16_reg_Zakarpattya,,,,,
2023,17_reg_Zaporizhzhya,,,,,
2023,18_reg_Ivano-Frankivsk,,,,,
2023,19_reg_Kyiv,,,,,
2023,20_reg_Kirovohrad,,,,,
2023,21_reg_Luhansk,,,,,
2023,22_reg_Lviv,,,,,
2023,23_reg_Mykolayiv,,,,,
2023,24_reg_Odesa,,,,,
2023,25_reg_Poltava,,,,,
2023,26_reg_Rivne,,,,,
2023,27_reg_Sumy,,,,,
2023,28_reg_Ternopil,,,,,
2023,29_reg_Kharkiv,,,,,
2023,30_reg_Kherson,,,,,
2023,31_reg_Khmelnytskiy,,,,,
2023,32_reg_Cherkasy,,,,,
2023,33_reg_Chernivtsi,,,,,
2023,34_reg_Chernihiv,,,,,
2023,35_reg_Kyiv_city,,,,,30.9
2023,city_Sevastopol,,,,,
2023,Center,,,,,22.2
2023,East,,,,,32.1
2023,South,,,,,22.1
2023,West,,,,,21.9
2024,,group_label_256,,,,
2024,,group_label_257,,,,
2024,,group_label_258,,,,
2024,,,males,,,
2024,,,2_females,,,
2024,,,,group_label_259,,
2024,,,,group_label_260,,
2024,,,,group_label_261,,
2024,,,,,group_label_262,
2024,,,,,group_label_263,
2024,,,,,group_label_264,
2024,Ukraine,,,,,
2024,autonomous_Republic_of_Crimea,,,,,
2024,11_reg_Vinnytsya,,,,,
2024,12_reg_Volyn,,,,,
2024,13_reg_Dnipropetrovsk,,,,,
2024,14_reg_Donetsk,,,,,
2024,15_reg_Zhytomyr,,,,,
2024,16_reg_Zakarpattya,,,,,
2024,17_reg_Zaporizhzhya,,,,,
2024,18_reg_Ivano-Frankivsk,,,,,
2024,19_reg_Kyiv,,,,,
2024,20_reg_Kirovohrad,,,,,
2024,21_reg_Luhansk,,,,,
2024,22_reg_Lviv,,,,,
2024,23_reg_Mykolayiv,,,,,
2024,24_reg_Odesa,,,,,
2024,25_reg_Poltava,,,,,
2024,26_reg_Rivne,,,,,
2024,27_reg_Sumy,,,,,
2024,28_reg_Ternopil,,,,,
2024,29_reg_Kharkiv,,,,,
2024,30_reg_Kherson,,,,,
2024,31_reg_Khmelnytskiy,,,,,
2024,32_reg_Cherkasy,,,,,
2024,33_reg_Chernivtsi,,,,,
2024,34_reg_Chernihiv,,,,,
2024,35_reg_Kyiv_city,,,,,
2024,city_Sevastopol,,,,,
2024,Center,,,,,
2024,East,,,,,
2024,South,,,,,
2024,West,,,,,
