Year,Область,Value
2015,Україна,
2015,Автономна Республіка Крим,
2015,Вінницька,
2015,Волинська,
2015,Дніпропетровська,
2015,Донецька,
2015,Житомирська,
2015,Закарпатська,
2015,Запорізька,
2015,Івано-Франківська,
2015,Київська,
2015,Кіровоградська,
2015,Луганська,
2015,Львівська,
2015,Миколаївська,
2015,Одеська,
2015,Полтавська,
2015,Рівненська,
2015,Сумська,
2015,Тернопільська,
2015,Харківська,
2015,Херсонська,
2015,Хмельницька,
2015,Черкаська,
2015,Чернівецька,
2015,Чернігівська,
2015,м. Київ,
2015,м. Севастополь,
2016,Україна,
2016,Автономна Республіка Крим,
2016,Вінницька,
2016,Волинська,
2016,Дніпропетровська,
2016,Донецька,
2016,Житомирська,
2016,Закарпатська,
2016,Запорізька,
2016,Івано-Франківська,
2016,Київська,
2016,Кіровоградська,
2016,Луганська,
2016,Львівська,
2016,Миколаївська,
2016,Одеська,
2016,Полтавська,
2016,Рівненська,
2016,Сумська,
2016,Тернопільська,
2016,Харківська,
2016,Херсонська,
2016,Хмельницька,
2016,Черкаська,
2016,Чернівецька,
2016,Чернігівська,
2016,м. Київ,
2016,м. Севастополь,
2017,Україна,
2017,Автономна Республіка Крим,
2017,Вінницька,
2017,Волинська,
2017,Дніпропетровська,
2017,Донецька,
2017,Житомирська,
2017,Закарпатська,
2017,Запорізька,
2017,Івано-Франківська,
2017,Київська,
2017,Кіровоградська,
2017,Луганська,
2017,Львівська,
2017,Миколаївська,
2017,Одеська,
2017,Полтавська,
2017,Рівненська,
2017,Сумська,
2017,Тернопільська,
2017,Харківська,
2017,Херсонська,
2017,Хмельницька,
2017,Черкаська,
2017,Чернівецька,
2017,Чернігівська,
2017,м. Київ,
2017,м. Севастополь,
2018,Україна,
2018,Автономна Республіка Крим,
2018,Вінницька,
2018,Волинська,
2018,Дніпропетровська,
2018,Донецька,
2018,Житомирська,
2018,Закарпатська,
2018,Запорізька,
2018,Івано-Франківська,
2018,Київська,
2018,Кіровоградська,
2018,Луганська,
2018,Львівська,
2018,Миколаївська,
2018,Одеська,
2018,Полтавська,
2018,Рівненська,
2018,Сумська,
2018,Тернопільська,
2018,Харківська,
2018,Херсонська,
2018,Хмельницька,
2018,Черкаська,
2018,Чернівецька,
2018,Чернігівська,
2018,м. Київ,
2018,м. Севастополь,
2019,Україна,
2019,Автономна Республіка Крим,
2019,Вінницька,
2019,Волинська,
2019,Дніпропетровська,
2019,Донецька,
2019,Житомирська,
