Year,Область,Value
,5.5,
,5.7,
,5.1,
,5.0,
,4.2,
,3.6,
,2.9,
,2.2,
,1.9,
,1.8,
Вінницька,6.6,
Вінницька,6.6,
Вінницька,6.3,
Вінницька,6.2,
Вінницька,5.2,
Вінницька,4.1,
Вінницька,3.6,
Вінницька,3.9,
Вінницька,3.5,
Вінницька,4.2,
Волинська,6.8,
Волинська,7.9,
Волинська,5.8,
Волинська,6.0,
Волинська,4.9,
Волинська,3.6,
Волинська,3.0,
Волинська,1.9,
Волинська,1.9,
Волинська,1.7,
Дніпропетровська,7.7,
Дніпропетровська,5.7,
Дніпропетровська,5.4,
Дніпропетровська,5.3,
Дніпропетровська,5.0,
Дніпропетровська,4.1,
Дніпропетровська,3.5,
Дніпропетровська,3.2,
Дніпропетровська,3.2,
Дніпропетровська,3.2,
Донецька,2.4,
Донецька,2.6,
Донецька,2.6,
Донецька,2.9,
Донецька,0.8,
Донецька,1.6,
Донецька,1.0,
Донецька,0.0,
Донецька,0.0,
Донецька,0.0,
Київська,8.7,
Київська,9.1,
Київська,7.9,
Київська,8.0,
Київська,8.2,
Київська,6.8,
Київська,6.5,
Київська,5.0,
Київська,6.3,
Київська,6.0,
місто Київ,,
місто Київ,,
місто Київ,,
місто Київ,,
місто Київ,,
місто Київ,,
місто Київ,,
місто Київ,,
місто Київ,,
місто Київ,,
