Year,Область,Value
2015,Україна,34.0
2015,Автономна Республіка Крим,
2015,Вінницька,28.5
2015,Волинська,39.3
2015,Дніпропетровська,47.2
2015,Донецька,
2015,Житомирська,30.1
2015,Закарпатська,11.0
2015,Запорізька,37.3
2015,Івано-Франківська,27.5
2015,Київська,15.4
2015,Кіровоградська,46.9
2015,Луганська,51.8
2015,Львівська,42.2
2015,Миколаївська,25.8
2015,Одеська,39.3
2015,Полтавська,28.6
2015,Рівненська,19.8
2015,Сумська,21.9
2015,Тернопільська,38.6
2015,Харківська,45.7
2015,Херсонська,27.0
2015,Хмельницька,34.1
2015,Черкаська,18.7
2015,Чернівецька,28.7
2015,Чернігівська,25.5
2015,м. Київ,41.4
2015,м. Севастополь,
2016,Україна,35.3
2016,Автономна Республіка Крим,
2016,Вінницька,28.5
2016,Волинська,39.1
2016,Дніпропетровська,47.5
2016,Донецька,
2016,Житомирська,30.0
2016,Закарпатська,10.8
2016,Запорізька,35.5
2016,Івано-Франківська,27.1
2016,Київська,15.2
2016,Кіровоградська,45.6
2016,Луганська,
2016,Львівська,50.1
2016,Миколаївська,23.7
2016,Одеська,37.5
2016,Полтавська,28.7
2016,Рівненська,19.5
2016,Сумська,24.1
2016,Тернопільська,34.2
2016,Харківська,44.2
2016,Херсонська,40.8
2016,Хмельницька,34.1
2016,Черкаська,30.1
2016,Чернівецька,28.1
2016,Чернігівська,34.9
2016,м. Київ,42.5
2016,м. Севастополь,
2017,Україна,34.9
2017,Автономна Республіка Крим,
2017,Вінницька,31.2
2017,Волинська,47.0
2017,Дніпропетровська,43.7
2017,Донецька,72.3
2017,Житомирська,30.0
2017,Закарпатська,10.8
2017,Запорізька,34.2
2017,Івано-Франківська,27.5
2017,Київська,14.9
2017,Кіровоградська,49.5
2017,Луганська,60.5
2017,Львівська,49.9
2017,Миколаївська,20.1
2017,Одеська,36.3
2017,Полтавська,28.9
2017,Рівненська,19.9
2017,Сумська,30.0
2017,Тернопільська,34.1
2017,Харківська,44.3
2017,Херсонська,30.1
2017,Хмельницька,37.1
2017,Черкаська,29.0
2017,Чернівецька,27.8
2017,Чернігівська,33.7
2017,м. Київ,43.5
2017,м. Севастополь,
2018,Україна,33.3
2018,Автономна Республіка Крим,
2018,Вінницька,29.8
2018,Волинська,46.5
2018,Дніпропетровська,37.4
2018,Донецька,54.6
2018,Житомирська,30.0
2018,Закарпатська,12.3
2018,Запорізька,33.1
2018,Івано-Франківська,24.7
2018,Київська,14.2
2018,Кіровоградська,47.6
2018,Луганська,58.9
2018,Львівська,49.7
2018,Миколаївська,20.2
2018,Одеська,37.5
2018,Полтавська,29.0
2018,Рівненська,18.7
2018,Сумська,18.7
2018,Тернопільська,34.4
2018,Харківська,46.1
2018,Херсонська,36.3
2018,Хмельницька,35.8
2018,Черкаська,29.5
2018,Чернівецька,27.6
2018,Чернігівська,34.0
2018,м. Київ,44.5
2018,м. Севастополь,
2019,Україна,38.3
2019,Автономна Республіка Крим,
2019,Вінницька,29.8
2019,Волинська,57.6
2019,Дніпропетровська,37.4
2019,Донецька,61.6
2019,Житомирська,31.5
2019,Закарпатська,12.2
2019,Запорізька,34.1
2019,Івано-Франківська,24.1
2019,Київська,14.2
2019,Кіровоградська,46.6
2019,Луганська,61.1
2019,Львівська,46.0
2019,Миколаївська,27.3
2019,Одеська,37.6
2019,Полтавська,29.2
2019,Рівненська,22.9
2019,Сумська,24.3
2019,Тернопільська,35.0
2019,Харківська,48.2
2019,Херсонська,36.8
2019,Хмельницька,35.3
2019,Черкаська,28.1
2019,Чернівецька,27.4
2019,Чернігівська,37.3
2019,м. Київ,45.8
2019,м. Севастополь,
2020,Україна,38.2
2020,Автономна Республіка Крим,
2020,Вінницька,29.5
2020,Волинська,56.3
2020,Дніпропетровська,37.3
2020,Донецька,63.0
2020,Житомирська,31.7
2020,Закарпатська,12.6
2020,Запорізька,35.6
2020,Івано-Франківська,23.6
2020,Київська,14.2
2020,Кіровоградська,42.1
2020,Луганська,56.6
2020,Львівська,45.5
2020,Миколаївська,29.7
2020,Одеська,37.4
2020,Полтавська,19.5
2020,Рівненська,23.6
2020,Сумська,26.7
2020,Тернопільська,35.4
2020,Харківська,49.4
2020,Херсонська,36.3
2020,Хмельницька,33.2
2020,Черкаська,33.2
2020,Чернівецька,27.3
2020,Чернігівська,37.3
2020,м. Київ,46.5
2020,м. Севастополь,
2021,Україна,33.0
2021,Автономна Республіка Крим,
2021,Вінницька,30.1
2021,Волинська,54.9
2021,Дніпропетровська,37.5
2021,Донецька,
2021,Житомирська,31.6
2021,Закарпатська,13.0
2021,Запорізька,
2021,Івано-Франківська,24.5
2021,Київська,14.1
2021,Кіровоградська,52.5
2021,Луганська,
2021,Львівська,42.6
2021,Миколаївська,29.6
2021,Одеська,30.0
2021,Полтавська,29.0
2021,Рівненська,23.6
2021,Сумська,28.6
2021,Тернопільська,48.1
2021,Харківська,
2021,Херсонська,
2021,Хмельницька,30.6
2021,Черкаська,33.2
2021,Чернівецька,26.7
2021,Чернігівська,42.3
2021,м. Київ,47.3
2021,м. Севастополь,
2022,Україна,34.8
2022,Автономна Республіка Крим,
2022,Вінницька,25.5
2022,Волинська,51.6
2022,Дніпропетровська,36.9
2022,Донецька,56.8
2022,Житомирська,31.5
2022,Закарпатська,13.2
2022,Запорізька,50.9
2022,Івано-Франківська,30.7
