Year,Region,Value
2016,,0.09
2016,autonomous_Republic_of_Crimea,
2016,11_reg_Vinnytsya,0.26
2016,12_reg_Volyn,0.00
2016,13_reg_Dnipropetrovsk,0.07
2016,14_reg_Donetsk,0.14
2016,15_reg_Zhytomyr,0.33
2016,16_reg_Zakarpattya,0.04
2016,17_reg_Zaporizhzhya,0.31
2016,18_reg_Ivano-Frankivsk,0.22
2016,19_reg_Kyiv,0.75
2016,20_reg_Kirovohrad,0.16
2016,21_reg_Luhansk,0.91
2016,22_reg_Lviv,0.02
2016,23_reg_Mykolayiv,0.00
2016,24_reg_Odesa,0.46
2016,25_reg_Poltava,0.13
2016,26_reg_Rivne,0.06
2016,27_reg_Sumy,0.47
2016,28_reg_Ternopil,0.49
2016,29_reg_Kharkiv,0.37
2016,30_reg_Kherson,0.07
2016,31_reg_Khmelnytskiy,0.20
2016,32_reg_Cherkasy,0.54
2016,33_reg_Chernivtsi,0.32
2016,34_reg_Chernihiv,0.34
2016,Kyiv_city,0.07
2016,city_Sevastopol,
2017,,0.13
2017,autonomous_Republic_of_Crimea,
2017,11_reg_Vinnytsya,0.35
2017,12_reg_Volyn,0.06
2017,13_reg_Dnipropetrovsk,0.14
2017,14_reg_Donetsk,0.20
2017,15_reg_Zhytomyr,0.45
2017,16_reg_Zakarpattya,0.06
2017,17_reg_Zaporizhzhya,0.40
2017,18_reg_Ivano-Frankivsk,0.32
2017,19_reg_Kyiv,0.70
2017,20_reg_Kirovohrad,0.20
2017,21_reg_Luhansk,1.09
2017,22_reg_Lviv,0.03
2017,23_reg_Mykolayiv,0.04
2017,24_reg_Odesa,0.60
2017,25_reg_Poltava,0.19
2017,26_reg_Rivne,0.10
2017,27_reg_Sumy,0.39
2017,28_reg_Ternopil,0.64
2017,29_reg_Kharkiv,0.33
2017,30_reg_Kherson,0.11
2017,31_reg_Khmelnytskiy,0.21
2017,32_reg_Cherkasy,0.75
2017,33_reg_Chernivtsi,0.29
2017,34_reg_Chernihiv,0.47
2017,Kyiv_city,0.12
2017,city_Sevastopol,
2018,,0.13
2018,autonomous_Republic_of_Crimea,
2018,11_reg_Vinnytsya,0.36
2018,12_reg_Volyn,0.04
2018,13_reg_Dnipropetrovsk,0.13
2018,14_reg_Donetsk,0.22
2018,15_reg_Zhytomyr,0.38
2018,16_reg_Zakarpattya,0.08
2018,17_reg_Zaporizhzhya,0.41
2018,18_reg_Ivano-Frankivsk,0.32
2018,19_reg_Kyiv,0.28
2018,20_reg_Kirovohrad,0.21
2018,21_reg_Luhansk,1.16
2018,22_reg_Lviv,0.03
2018,23_reg_Mykolayiv,0.04
2018,24_reg_Odesa,0.51
2018,25_reg_Poltava,0.27
2018,26_reg_Rivne,0.09
2018,27_reg_Sumy,0.45
2018,28_reg_Ternopil,0.70
2018,29_reg_Kharkiv,0.25
2018,30_reg_Kherson,0.13
2018,31_reg_Khmelnytskiy,0.24
2018,32_reg_Cherkasy,0.81
2018,33_reg_Chernivtsi,0.34
2018,34_reg_Chernihiv,0.53
2018,Kyiv_city,0.10
2018,city_Sevastopol,
2019,,0.15
2019,autonomous_Republic_of_Crimea,
2019,11_reg_Vinnytsya,0.48
2019,12_reg_Volyn,0.07
2019,13_reg_Dnipropetrovsk,0.13
2019,14_reg_Donetsk,0.25
2019,15_reg_Zhytomyr,0.32
2019,16_reg_Zakarpattya,0.11
2019,17_reg_Zaporizhzhya,0.45
2019,18_reg_Ivano-Frankivsk,0.30
2019,19_reg_Kyiv,0.13
2019,20_reg_Kirovohrad,0.24
2019,21_reg_Luhansk,1.28
2019,22_reg_Lviv,0.03
2019,23_reg_Mykolayiv,0.05
2019,24_reg_Odesa,0.69
2019,25_reg_Poltava,0.33
2019,26_reg_Rivne,0.11
2019,27_reg_Sumy,0.48
2019,28_reg_Ternopil,0.65
2019,29_reg_Kharkiv,0.22
2019,30_reg_Kherson,0.14
2019,31_reg_Khmelnytskiy,0.27
2019,32_reg_Cherkasy,0.71
2019,33_reg_Chernivtsi,0.32
2019,34_reg_Chernihiv,0.55
2019,Kyiv_city,0.08
2019,city_Sevastopol,
2020,,0.17
2020,autonomous_Republic_of_Crimea,
2020,11_reg_Vinnytsya,0.44
2020,12_reg_Volyn,0.07
2020,13_reg_Dnipropetrovsk,0.12
2020,14_reg_Donetsk,0.28
2020,15_reg_Zhytomyr,0.29
2020,16_reg_Zakarpattya,0.16
2020,17_reg_Zaporizhzhya,0.47
2020,18_reg_Ivano-Frankivsk,0.35
2020,19_reg_Kyiv,0.27
2020,20_reg_Kirovohrad,0.24
2020,21_reg_Luhansk,1.04
2020,22_reg_Lviv,0.05
2020,23_reg_Mykolayiv,0.04
2020,24_reg_Odesa,0.65
2020,25_reg_Poltava,0.32
2020,26_reg_Rivne,0.11
2020,27_reg_Sumy,0.62
2020,28_reg_Ternopil,0.69
2020,29_reg_Kharkiv,0.24
2020,30_reg_Kherson,0.14
2020,31_reg_Khmelnytskiy,0.31
2020,32_reg_Cherkasy,0.62
2020,33_reg_Chernivtsi,0.31
2020,34_reg_Chernihiv,0.62
2020,Kyiv_city,0.16
2020,city_Sevastopol,
2021,,0.23
2021,autonomous_Republic_of_Crimea,
2021,11_reg_Vinnytsya,0.54
2021,12_reg_Volyn,0.13
2021,13_reg_Dnipropetrovsk,0.17
2021,14_reg_Donetsk,0.43
2021,15_reg_Zhytomyr,0.46
2021,16_reg_Zakarpattya,0.20
2021,17_reg_Zaporizhzhya,0.77
2021,18_reg_Ivano-Frankivsk,0.57
2021,19_reg_Kyiv,0.32
2021,20_reg_Kirovohrad,0.34
2021,21_reg_Luhansk,1.17
2021,22_reg_Lviv,0.07
2021,23_reg_Mykolayiv,0.05
2021,24_reg_Odesa,1.04
2021,25_reg_Poltava,0.34
2021,26_reg_Rivne,0.19
2021,27_reg_Sumy,0.75
2021,28_reg_Ternopil,1.02
2021,29_reg_Kharkiv,0.56
2021,30_reg_Kherson,0.20
2021,31_reg_Khmelnytskiy,0.39
2021,32_reg_Cherkasy,0.72
2021,33_reg_Chernivtsi,0.38
2021,34_reg_Chernihiv,1.00
2021,Kyiv_city,0.25
2021,city_Sevastopol,
2022,,0.23
2022,autonomous_Republic_of_Crimea,
2022,11_reg_Vinnytsya,0.44
2022,12_reg_Volyn,0.06
2022,13_reg_Dnipropetrovsk,0.13
2022,14_reg_Donetsk,0.44
2022,15_reg_Zhytomyr,0.40
2022,16_reg_Zakarpattya,0.23
2022,17_reg_Zaporizhzhya,0.70
2022,18_reg_Ivano-Frankivsk,0.54
2022,19_reg_Kyiv,0.28
2022,20_reg_Kirovohrad,0.42
2022,21_reg_Luhansk,0.74
2022,22_reg_Lviv,0.09
2022,23_reg_Mykolayiv,0.05
2022,24_reg_Odesa,0.96
2022,25_reg_Poltava,0.26
2022,26_reg_Rivne,0.18
