Year,Region,Value
2015,Ukraine,34.0
2015,autonomous_Republic_of_Crimea,
2015,11_reg_Vinnytsya,28.5
2015,12_reg_Volyn,39.3
2015,13_reg_Dnipropetrovsk,47.2
2015,14_reg_Donetsk,
2015,15_reg_Zhytomyr,30.1
2015,16_reg_Zakarpattya,11.0
2015,17_reg_Zaporizhzhya,37.3
2015,18_reg_Ivano-Frankivsk,27.5
2015,19_reg_Kyiv,15.4
2015,20_reg_Kirovohrad,46.9
2015,21_reg_Luhansk,51.8
2015,22_reg_Lviv,42.2
2015,23_reg_Mykolayiv,25.8
2015,24_reg_Odesa,39.3
2015,25_reg_Poltava,28.6
2015,26_reg_Rivne,19.8
2015,27_reg_Sumy,21.9
2015,28_reg_Ternopil,38.6
2015,29_reg_Kharkiv,45.7
2015,30_reg_Kherson,27.0
2015,31_reg_Khmelnytskiy,34.1
2015,32_reg_Cherkasy,18.7
2015,33_reg_Chernivtsi,28.7
2015,34_reg_Chernihiv,25.5
2015,35_reg_Kyiv_city,41.4
2015,city_Sevastopol,
2016,Ukraine,35.3
2016,autonomous_Republic_of_Crimea,
2016,11_reg_Vinnytsya,28.5
2016,12_reg_Volyn,39.1
2016,13_reg_Dnipropetrovsk,47.5
2016,14_reg_Donetsk,
2016,15_reg_Zhytomyr,30.0
2016,16_reg_Zakarpattya,10.8
2016,17_reg_Zaporizhzhya,35.5
2016,18_reg_Ivano-Frankivsk,27.1
2016,19_reg_Kyiv,15.2
2016,20_reg_Kirovohrad,45.6
2016,21_reg_Luhansk,
2016,22_reg_Lviv,50.1
2016,23_reg_Mykolayiv,23.7
2016,24_reg_Odesa,37.5
2016,25_reg_Poltava,28.7
2016,26_reg_Rivne,19.5
2016,27_reg_Sumy,24.1
2016,28_reg_Ternopil,34.2
2016,29_reg_Kharkiv,44.2
2016,30_reg_Kherson,40.8
2016,31_reg_Khmelnytskiy,34.1
2016,32_reg_Cherkasy,30.1
2016,33_reg_Chernivtsi,28.1
2016,34_reg_Chernihiv,34.9
2016,35_reg_Kyiv_city,42.5
2016,city_Sevastopol,
2017,Ukraine,34.9
2017,autonomous_Republic_of_Crimea,
2017,11_reg_Vinnytsya,31.2
2017,12_reg_Volyn,47.0
2017,13_reg_Dnipropetrovsk,43.7
2017,14_reg_Donetsk,72.3
2017,15_reg_Zhytomyr,30.0
2017,16_reg_Zakarpattya,10.8
2017,17_reg_Zaporizhzhya,34.2
2017,18_reg_Ivano-Frankivsk,27.5
2017,19_reg_Kyiv,14.9
2017,20_reg_Kirovohrad,49.5
2017,21_reg_Luhansk,60.5
2017,22_reg_Lviv,49.9
2017,23_reg_Mykolayiv,20.1
2017,24_reg_Odesa,36.3
2017,25_reg_Poltava,28.9
2017,26_reg_Rivne,19.9
2017,27_reg_Sumy,30.0
2017,28_reg_Ternopil,34.1
2017,29_reg_Kharkiv,44.3
2017,30_reg_Kherson,30.1
2017,31_reg_Khmelnytskiy,37.1
2017,32_reg_Cherkasy,29.0
2017,33_reg_Chernivtsi,27.8
2017,34_reg_Chernihiv,33.7
2017,35_reg_Kyiv_city,43.5
2017,city_Sevastopol,
2018,Ukraine,33.3
2018,autonomous_Republic_of_Crimea,
2018,11_reg_Vinnytsya,29.8
2018,12_reg_Volyn,46.5
2018,13_reg_Dnipropetrovsk,37.4
2018,14_reg_Donetsk,54.6
2018,15_reg_Zhytomyr,30.0
2018,16_reg_Zakarpattya,12.3
2018,17_reg_Zaporizhzhya,33.1
2018,18_reg_Ivano-Frankivsk,24.7
2018,19_reg_Kyiv,14.2
2018,20_reg_Kirovohrad,47.6
2018,21_reg_Luhansk,58.9
2018,22_reg_Lviv,49.7
2018,23_reg_Mykolayiv,20.2
2018,24_reg_Odesa,37.5
2018,25_reg_Poltava,29.0
