Year,Region,Value
2015,,
2015,autonomous_Republic_of_Crimea,
2015,11_reg_Vinnytsya,
2015,12_reg_Volyn,
2015,13_reg_Dnipropetrovsk,
2015,14_reg_Donetsk,
2015,15_reg_Zhytomyr,
2015,16_reg_Zakarpattya,
2015,17_reg_Zaporizhzhya,
2015,18_reg_Ivano-Frankivsk,
2015,19_reg_Kyiv,
2015,20_reg_Kirovohrad,
2015,21_reg_Luhansk,
2015,22_reg_Lviv,
2015,23_reg_Mykolayiv,
2015,24_reg_Odesa,
2015,25_reg_Poltava,
2015,26_reg_Rivne,
2015,27_reg_Sumy,
2015,28_reg_Ternopil,
2015,29_reg_Kharkiv,
2015,30_reg_Kherson,
2015,31_reg_Khmelnytskiy,
2015,32_reg_Cherkasy,
2015,33_reg_Chernivtsi,
2015,34_reg_Chernihiv,
2015,Kyiv_city,
2015,city_Sevastopol,
2016,,14
2016,autonomous_Republic_of_Crimea,
2016,11_reg_Vinnytsya,14
2016,12_reg_Volyn,21
2016,13_reg_Dnipropetrovsk,15
2016,14_reg_Donetsk,20
2016,15_reg_Zhytomyr,16
2016,16_reg_Zakarpattya,21
2016,17_reg_Zaporizhzhya,10
2016,18_reg_Ivano-Frankivsk,9
2016,19_reg_Kyiv,17
2016,20_reg_Kirovohrad,16
2016,21_reg_Luhansk,11
2016,22_reg_Lviv,12
2016,23_reg_Mykolayiv,13
2016,24_reg_Odesa,13
2016,25_reg_Poltava,17
2016,26_reg_Rivne,21
2016,27_reg_Sumy,15
2016,28_reg_Ternopil,17
2016,29_reg_Kharkiv,13
2016,30_reg_Kherson,14
2016,31_reg_Khmelnytskiy,17
2016,32_reg_Cherkasy,13
2016,33_reg_Chernivtsi,19
2016,34_reg_Chernihiv,16
2016,Kyiv_city,9
2016,city_Sevastopol,
2017,,15
2017,autonomous_Republic_of_Crimea,
2017,11_reg_Vinnytsya,18
2017,12_reg_Volyn,22
2017,13_reg_Dnipropetrovsk,15
2017,14_reg_Donetsk,19
2017,15_reg_Zhytomyr,18
2017,16_reg_Zakarpattya,23
2017,17_reg_Zaporizhzhya,12
2017,18_reg_Ivano-Frankivsk,16
2017,19_reg_Kyiv,18
2017,20_reg_Kirovohrad,19
2017,21_reg_Luhansk,13
2017,22_reg_Lviv,12
2017,23_reg_Mykolayiv,16
2017,24_reg_Odesa,14
2017,25_reg_Poltava,17
2017,26_reg_Rivne,21
2017,27_reg_Sumy,12
2017,28_reg_Ternopil,18
2017,29_reg_Kharkiv,14
2017,30_reg_Kherson,15
2017,31_reg_Khmelnytskiy,17
2017,32_reg_Cherkasy,13
2017,33_reg_Chernivtsi,20
2017,34_reg_Chernihiv,16
2017,Kyiv_city,8
2017,city_Sevastopol,
2018,,13
2018,autonomous_Republic_of_Crimea,
2018,11_reg_Vinnytsya,16
2018,12_reg_Volyn,14
2018,13_reg_Dnipropetrovsk,12
2018,14_reg_Donetsk,15
2018,15_reg_Zhytomyr,19
2018,16_reg_Zakarpattya,12
2018,17_reg_Zaporizhzhya,12
2018,18_reg_Ivano-Frankivsk,14
2018,19_reg_Kyiv,17
2018,20_reg_Kirovohrad,18
2018,21_reg_Luhansk,12
2018,22_reg_Lviv,11
2018,23_reg_Mykolayiv,14
2018,24_reg_Odesa,12
2018,25_reg_Poltava,16
2018,26_reg_Rivne,14
2018,27_reg_Sumy,13
2018,28_reg_Ternopil,17
2018,29_reg_Kharkiv,12
2018,30_reg_Kherson,14
2018,31_reg_Khmelnytskiy,16
2018,32_reg_Cherkasy,16
2018,33_reg_Chernivtsi,11
2018,34_reg_Chernihiv,13
2018,Kyiv_city,10
2018,city_Sevastopol,
2019,,12
2019,autonomous_Republic_of_Crimea,
2019,11_reg_Vinnytsya,12
2019,12_reg_Volyn,14
2019,13_reg_Dnipropetrovsk,8
2019,14_reg_Donetsk,14
2019,15_reg_Zhytomyr,12
2019,16_reg_Zakarpattya,13
2019,17_reg_Zaporizhzhya,11
2019,18_reg_Ivano-Frankivsk,11
2019,19_reg_Kyiv,14
2019,20_reg_Kirovohrad,15
2019,21_reg_Luhansk,12
2019,22_reg_Lviv,10
2019,23_reg_Mykolayiv,14
2019,24_reg_Odesa,10
2019,25_reg_Poltava,15
2019,26_reg_Rivne,13
2019,27_reg_Sumy,12
2019,28_reg_Ternopil,12
2019,29_reg_Kharkiv,10
